0100000001000110100000000000000000000000000000000000000000000000_100_0000000000000000000000000000000000000000000000000000000000000000   // sin(45)
1100000000111110000000000000000000000000000000000000000000000000_100_0000000000000000000000000000000000000000000000000000000000000000   // sin(-30)
0100000000101110000000000000000000000000000000000000000000000000_100_0000000000000000000000000000000000000000000000000000000000000000   // sin(15)
0100000000010100000000000000000000000000000000000000000000000000_100_0000000000000000000000000000000000000000000000000000000000000000   // sin(5)
1011111110111001100110011001100110011001100110011001100110011010_100_0000000000000000000000000000000000000000000000000000000000000000   // sin(-0.1)
0000000000000000000000000000000000000000000000000000000000000000_100_0000000000000000000000000000000000000000000000000000000000000000   // sin(0)
0000000000000000000000000000000000000000000000000000000000000000_101_0000000000000000000000000000000000000000000000000000000000000000   // cos(0)
0100000000010100000000000000000000000000000000000000000000000000_101_0000000000000000000000000000000000000000000000000000000000000000   // cos(5)
0100000000101110000000000000000000000000000000000000000000000000_101_0000000000000000000000000000000000000000000000000000000000000000   // cos(-15)
0100000000111110000000000000000000000000000000000000000000000000_101_0000000000000000000000000000000000000000000000000000000000000000   // cos(30)
0100000001000110100000000000000000000000000000000000000000000000_101_0000000000000000000000000000000000000000000000000000000000000000   // cos(45)
0100000001001110000000000000000000000000000000000000000000000000_101_0000000000000000000000000000000000000000000000000000000000000000   // cos(-60)
0100000001010010110000000000000000000000000000000000000000000000_101_0000000000000000000000000000000000000000000000000000000000000000   // cos(75)
0100000001010101010000000000000000000000000000000000000000000000_101_0000000000000000000000000000000000000000000000000000000000000000   // cos(85)
0100000001010110011110011001100110011001100110011001100110011010_101_0000000000000000000000000000000000000000000000000000000000000000   // cos(-89.9)
0100000001010110100000000000000000000000000000000000000000000000_101_0000000000000000000000000000000000000000000000000000000000000000   // cos(90)
0011111111111100000000000000000000000000000000000000000000000000_010_0011111111111100000000000000000000000000000000000000000000000000   // 1.75 * 1.75
0100000000000001100110011001100110011001100110011001100110011010_010_0100000000110110100000000000000000000000000000000000000000000000   // 2.2 * 22.5   
0011111111111000000000000000000000000000000000000000000000000000_010_1100000000000000000000000000000000000000000000000000000000000000   // 1.5 * -2
1111111111111111111111111111111111111111111111111111111111111111_010_1100000000110100000000000000000000000000000000000000000000000000   // NAN * -20
1100000000011001100110011001100110011001100110011001100110011010_010_1100000001001011100011001100110011001100110011001100110011001101   // -6.4*-55.1
1100000001001110110000000000000000000000000000000000000000000000_010_0000000000000000000000000000000000000000000000000000000000000000   // -61.5 * 0
0111111111110000000000000000000000000000000000000000000000000000_010_1100000001000110100000000000000000000000000000000000000000000000   // INF * -45
0100000001001110000000000000000000000000000000000000000000000000_010_0111111111110000000000000000000000000000000000000000000000000000   // 60 * INF
1100000001010010110000000000000000000000000000000000000000000000_010_1100000001010000010000000000000000000000000000000000000000000000   // -75 * -65
0011111111111000011100011111001101100010011000101100101110100111_010_1100000000111110101111101001011110001101010011111101111100111011   //1.52782 * -30.7445
0100000010110111100001000000000000000000000000000000000000000000_011_0100000000110100000000000000000000000000000000000000000000000000   //6020 / 20
1100000000110100000000000000000000000000000000000000000000000000_011_0100000010110111100001000000000000000000000000000000000000000000   //-20 /6020
1011111111000000000000000000000000000000000000000000000000000000_011_1100000101010111101101011110111110000000000000000000000000000000   //-0.125 / -6215614
0000000000000000000000000000000000000000000000000000000000000000_011_1100000000110100000000000000000000000000000000000000000000000000   //0 / -20
1100000000110100000000000000000000000000000000000000000000000000_011_0000000000000000000000000000000000000000000000000000000000000000   //-20/0
0111111111110000000000000000000000000000000000000000000000000000_011_0100000000110100000000000000000000000000000000000000000000000000   //INF /20
0111111111110000000000000000000000000000000000000000000000000000_011_1100000000110100000000000000000000000000000000000000000000000000   //INF /-20
1111111111111111111111111111111111111111111111111111111111111111_011_0111111111110000000000000000000000000000000000000000000000000000   //NAN / INF
0111111111110000000000000000000000000000000000000000000000000000_011_1111111111111111111111111111111111111111111111111111111111111111   //INF / NAN
1111111111111111111111111111111111111111111111111111111111111111_011_1100000000110100000000000000000000000000000000000000000000000000   //NAN / 20
0011111111100000000000000000000000000000000000000000000000000000_110_0000000000000000000000000000000000000000000000000000000000000000   // sqaure root 0.5
0100000000000000000000000000000000000000000000000000000000000000_110_0000000000000000000000000000000000000000000000000000000000000000   // square root 2
0100000000100000000000000000000000000000000000000000000000000000_110_0000000000000000000000000000000000000000000000000000000000000000   // sqaure root 8
0011111111000000000000000000000000000000000000000000000000000000_110_0000000000000000000000000000000000000000000000000000000000000000   // sqaure root 0.125
0100000000110100001100110011001100110011001100110011001100110011_110_0000000000000000000000000000000000000000000000000000000000000000   // sqaure root 20.2
0100000001001001011100011110101110000101000111101011100001010010_110_0000000000000000000000000000000000000000000000000000000000000000   // sqaure root 50.89
0100000010000010001001011000010100011110101110000101000111101100_110_0000000000000000000000000000000000000000000000000000000000000000   // sqaure root 580.69
0011111101010100011110101110000101000111101011100001010001111011_110_0000000000000000000000000000000000000000000000000000000000000000   // sqaure root 0.00125
0100000010111111010000001001000110100011011011100010111010110010_110_0000000000000000000000000000000000000000000000000000000000000000   // sqaure root 8000.5689
0100000100101000000101111010000000000000000000000000000000000000_110_0000000000000000000000000000000000000000000000000000000000000000   // sqaure root 789456
0100000000001000000000000000000000000000000000000000000000000000_111_0000000000000000000000000000000000000000000000000000000000000000   // natural log 3
0100000001111111010000000000000000000000000000000000000000000000_111_0000000000000000000000000000000000000000000000000000000000000000   // natural log 500
0100000011101100101011101010011110000101000111101011100001010010_111_0000000000000000000000000000000000000000000000000000000000000000   // natural log 58741.235
0011111111010000011000100100110111010010111100011010100111111100_111_0000000000000000000000000000000000000000000000000000000000000000   // natural log 0.256
0011111111100010110111010010111100011010100111111011111001110111_111_0000000000000000000000000000000000000000000000000000000000000000   // natural log 0.5895
0100000100110010111000111000100010000000000000000000000000000000_111_0000000000000000000000000000000000000000000000000000000000000000   // natural log 1237896.5
0100000001011110111000000000000000000000000000000000000000000000_111_0000000000000000000000000000000000000000000000000000000000000000   // natural log 123.5
0100000010110010101101011001100110011001100110011001100110011010_111_0000000000000000000000000000000000000000000000000000000000000000   // natural log 4789.6
0100000001111100010001010100011110101110000101000111101011100001_111_0000000000000000000000000000000000000000000000000000000000000000   // natural log 452.33
0100000000101000000000000000000000000000000000000000000000000000_111_0000000000000000000000000000000000000000000000000000000000000000   // natural log 12




